Time (s),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
13.079999923706055,-0.12751927971839905,0.007777778431773186,0.004104938358068466,-0.6858786344528198
13.09000015258789,-0.12751927971839905,0.007777778431773186,0,-0.7523928284645081
13.100000381469727,-0.12597337365150452,0.007636195980012417,-0.014197531156241894,-0.788576066493988
13.109999656677246,-0.12132979184389114,0.0073422593995928764,-0.029413580894470215,-0.8247594237327576
13.119999885559082,-0.11640653759241104,0.007008002605289221,-0.03342592716217041,-0.8299927711486816
13.130000114440918,-0.11273062229156494,0.0066020311787724495,-0.040617283433675766,-0.7965105772018433
13.140000343322754,-0.11002825200557709,0.006084333173930645,-0.05179012566804886,-0.7426013946533203
13.149999618530273,-0.10479817539453506,0.005527238827198744,-0.05570987984538078,-0.635205090045929
13.15999984741211,-0.09997168183326721,0.004897506441920996,-0.06299383193254471,-0.5691972970962524
13.170000076293945,-0.09367246180772781,0.004228993318974972,-0.06685185432434082,-0.5386413335800171
13.180000305175781,-0.08467325568199158,0.0034872270189225674,-0.07419753819704056,-0.4411209523677826
13.1899995803833,-0.07297874987125397,0.002707294886931777,-0.07799383252859116,-0.3557835519313812
13.199999809265137,-0.06390399485826492,0.0019273624056950212,-0.07799383252859116,-0.3081769347190857
13.210000038146973,-0.054335981607437134,0.0010732533410191536,-0.08543209731578827,-0.24709302186965942
13.220000267028809,-0.04689209163188934,0.00018190211267210543,-0.0891358032822609,-0.19622257351875305
13.229999542236328,-0.038386136293411255,-0.0006346569280140102,-0.08163580298423767,-0.141806960105896
13.239999771118164,-0.029880182817578316,-0.0014896891079843044,-0.08552469313144684,-0.10815595090389252
13.25,-0.01930909976363182,-0.0023810402490198612,-0.0891358032822609,-0.046424902975559235
13.260000228881836,-0.007052883505821228,-0.0032723916228860617,-0.0891358032822609,0.035057831555604935
13.270000457763672,0.004083447623997927,-0.004163742996752262,-0.0891358032822609,0.04009423032402992
13.279999732971191,0.014770172536373138,-0.005055093672126532,-0.0891358032822609,0.04442721977829933
13.289999961853027,0.022769873961806297,-0.005946445278823376,-0.0891358032822609,0.13485729694366455
13.300000190734863,0.029656769707798958,-0.006760849617421627,-0.08141975849866867,0.2078428566455841
13.3100004196167,0.0381627231836319,-0.007540781982243061,-0.07799383252859116,0.279956191778183
13.319999694824219,0.04509682208299637,-0.008398276753723621,-0.0857716053724289,0.37561964988708496
13.329999923706055,0.05304931849241257,-0.009211757220327854,-0.0813271626830101,0.4489991068840027
13.34000015258789,0.0631294921040535,-0.009913512505590916,-0.07015432417392731,0.48152464628219604
13.350000381469727,0.07218654453754425,-0.010582026094198227,-0.06685185432434082,0.509070098400116
13.359999656677246,0.07911591976881027,-0.011171745136380196,-0.058950621634721756,0.5828434824943542
13.369999885559082,0.08497969061136246,-0.011649738065898418,-0.04777777940034866,0.6383564472198486
13.380000114440918,0.0902947336435318,-0.01209541317075491,-0.04456790164113045,0.5992469191551208
13.390000343322754,0.09296759963035583,-0.012541089206933975,-0.04456790164113045,0.5643860101699829
13.399999618530273,0.09561330825090408,-0.012906740419566631,-0.036543212831020355,0.5440153479576111
13.40999984741211,0.09986630082130432,-0.013160664588212967,-0.025370370596647263,0.4869268238544464
13.420000076293945,0.10359768569469452,-0.013383502140641212,-0.022283950820565224,0.49671825766563416
13.430000305175781,0.10572417080402374,-0.013606339693069458,-0.022283950820565224,0.5374596118927002
13.4399995803833,0.10785066336393356,-0.013747921213507652,-0.01413580309599638,0.5410610437393188
13.449999809265137,0.10786482691764832,-0.01385934092104435,-0.011141975410282612,0.5308756828308105
13.460000038146973,0.1062646433711052,-0.013970760628581047,-0.011141975410282612,0.5581116676330566
13.470000267028809,0.10467508435249329,-0.013917820528149605,0.005339506082236767,0.5988531112670898
13.479999542236328,0.10201992094516754,-0.013806401751935482,0.011141975410282612,0.6395943760871887
13.489999771118164,0.0977669507265091,-0.01369498297572136,0.011141975410282612,0.6727671027183533
13.5,0.0951070711016655,-0.013500461354851723,0.019475309178233147,0.6957262754440308
13.510000228881836,0.09191851317882538,-0.01319421362131834,0.03064814954996109,0.6703473925590515
13.520000457763672,0.08979202806949615,-0.012859957292675972,0.03342592716217041,0.6219529509544373
13.529999732971191,0.08713096380233765,-0.012441674247384071,0.04185185208916664,0.6478383541107178
13.539999961853027,0.0828779861330986,-0.011911665089428425,0.053024694323539734,0.6139622926712036
13.550000190734863,0.07862500846385956,-0.011354570277035236,0.05570987984538078,0.5141627788543701
13.5600004196167,0.07383392006158829,-0.010797476395964622,0.05570987984538078,0.44871774315834045
13.569999694824219,0.06639239192008972,-0.01015512552112341,0.06425926089286804,0.36661601066589355
13.579999923706055,0.061615459620952606,-0.009401045739650726,0.07543210685253143,0.2514822483062744
13.59000015258789,0.055217113345861435,-0.008706985972821712,0.06938271969556808,0.19205838441848755
13.600000381469727,0.04671115800738335,-0.008038473315536976,0.06685185432434082,0.17495152354240417
13.609999656677246,0.03820520639419556,-0.007283471524715424,0.0755246952176094,0.10942208021879196
13.619999885559082,0.029699252918362617,-0.006590335629880428,0.06929012387990952,0.020004911348223686
13.630000114440918,0.021739672869443893,-0.005921822506934404,0.06685185432434082,-0.03185029327869415
13.640000343322754,0.014812656678259373,-0.005165897309780121,0.07561729103326797,-0.02464739978313446
13.649999618530273,0.006306702271103859,-0.004385964944958687,0.07799383252859116,-0.08446517586708069
13.65999984741211,-0.0016493377042934299,-0.003694059792906046,0.06916666775941849,-0.11766600608825684
13.670000076293945,-0.008579895831644535,-0.0030255464371293783,0.06685185432434082,-0.12996158003807068
13.680000305175781,-0.01653357595205307,-0.0023570330813527107,0.06685185432434082,-0.1725599318742752
13.6899995803833,-0.02346649393439293,-0.0016885196091607213,0.06685185432434082,-0.2560122013092041
13.699999809265137,-0.02980111725628376,-0.0011092644417658448,0.05790123715996742,-0.2824040651321411
13.710000038146973,-0.03567197173833847,-0.00046260387171059847,0.06469135731458664,-0.30896472930908203
13.720000267028809,-0.04260843247175217,0.00011603573511820287,0.05783950909972191,-0.35595232248306274
13.729999542236328,-0.05055621266365051,0.0006731302128173411,0.05570987984538078,-0.4233669340610504
13.739999771118164,-0.05587361380457878,0.0011397353373467922,0.04663580283522606,-0.46157601475715637
13.75,-0.06225307658314705,0.0015854109078645706,0.04456790164113045,-0.5004322528839111
13.760000228881836,-0.06750911474227905,0.0019399815937504172,0.03543210029602051,-0.5495020151138306
13.770000457763672,-0.07019849121570587,0.002274238271638751,0.03342592716217041,-0.5586462616920471
13.779999732971191,-0.07445146143436432,0.002516774460673332,0.024228395894169807,-0.5586462616920471
